c_addr_id,c_addr_cbd,c_name,c_name_chn,c_admin_type,c_firstyear,c_lastyear,x_coord,y_coord,belongs1_ID,belongs1_Name,belongs2_ID,belongs2_Name,belongs3_ID,belongs3_Name,belongs4_ID,belongs4_Name,belongs5_ID,belongs5_Name
5092,,"Qi Xian","淇縣",Xian,1368,1643,114.19437,35.60645,5087,"衛輝府",5021,"河南布政司",4329,"明朝",,,,
5092,,"Qi Xian","淇縣",Xian,1430,1643,114.19437,35.60645,5087,"衛輝府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5093,,"Hui Xian","輝縣",Xian,1368,1643,113.79414,35.45868,5087,"衛輝府",5021,"河南布政司",4329,"明朝",,,,
5093,,"Hui Xian","輝縣",Xian,1430,1643,113.79414,35.45868,5087,"衛輝府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5094,,"Huaiqing Fu","懷慶府",Fu,1368,1643,112.93699,35.0893,5021,"河南布政司",4329,"明朝",,,,,,
5094,,"Huaiqing Fu","懷慶府",Fu,1430,1643,112.93699,35.0893,5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,,,
5095,,Henei,"河內",Xian,1368,1643,112.93699,35.0893,5094,"懷慶府",5021,"河南布政司",4329,"明朝",,,,
5095,,Henei,"河內",Xian,1430,1643,112.93699,35.0893,5094,"懷慶府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5096,,Jiyuan,"濟源",Xian,1368,1643,112.58267,35.09244,5094,"懷慶府",5021,"河南布政司",4329,"明朝",,,,
5096,,Jiyuan,"濟源",Xian,1430,1643,112.58267,35.09244,5094,"懷慶府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5097,,Xiuwu,"修武",Xian,1368,1643,113.43484,35.2312,5094,"懷慶府",5021,"河南布政司",4329,"明朝",,,,
5097,,Xiuwu,"修武",Xian,1430,1643,113.43484,35.2312,5094,"懷慶府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5098,,Wuzhi,"武陟",Xian,1368,1643,113.36536,35.05609,5094,"懷慶府",5021,"河南布政司",4329,"明朝",,,,
5098,,Wuzhi,"武陟",Xian,1430,1643,113.36536,35.05609,5094,"懷慶府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5099,,"Meng Xian","孟縣",Xian,1368,1643,112.7828,34.90318,5094,"懷慶府",5021,"河南布政司",4329,"明朝",,,,
5099,,"Meng Xian","孟縣",Xian,1430,1643,112.7828,34.90318,5094,"懷慶府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5100,,"Wen Xian","溫縣",Xian,1368,1643,113.07546,34.93812,5094,"懷慶府",5021,"河南布政司",4329,"明朝",,,,
5100,,"Wen Xian","溫縣",Xian,1430,1643,113.07546,34.93812,5094,"懷慶府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5101,,"He'nan Fu","河南府",Fu,1368,1643,112.43513,34.67159,5021,"河南布政司",4329,"明朝",,,,,,
5101,,"He'nan Fu","河南府",Fu,1430,1643,112.43513,34.67159,5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,,,
5102,,Luoyang,"洛陽",Xian,1368,1643,112.38263,34.66528,5101,"河南府",5021,"河南布政司",4329,"明朝",,,,
5102,,Luoyang,"洛陽",Xian,1430,1643,112.38263,34.66528,5101,"河南府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5103,,Yanshi,"偃師",Xian,1368,1643,112.805,34.72062,5101,"河南府",5021,"河南布政司",4329,"明朝",,,,
5103,,Yanshi,"偃師",Xian,1430,1643,112.805,34.72062,5101,"河南府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5104,,"Gong Xian","鞏縣",Xian,1368,1643,113.051,34.78511,5101,"河南府",5021,"河南布政司",4329,"明朝",,,,
5104,,"Gong Xian","鞏縣",Xian,1430,1643,113.051,34.78511,5101,"河南府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5105,,Mengjin,"孟津",Xian,1368,1643,112.70714,34.81168,5101,"河南府",5021,"河南布政司",4329,"明朝",,,,
5105,,Mengjin,"孟津",Xian,1430,1643,112.70714,34.81168,5101,"河南府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5106,,Yiyang,"宜陽",Xian,1368,1643,112.16522,34.51272,5101,"河南府",5021,"河南布政司",4329,"明朝",,,,
5106,,Yiyang,"宜陽",Xian,1430,1643,112.16522,34.51272,5101,"河南府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5107,,Dengfeng,"登封",Xian,1368,1643,113.02462,34.45582,5101,"河南府",5021,"河南布政司",4329,"明朝",,,,
5107,,Dengfeng,"登封",Xian,1430,1643,113.02462,34.45582,5101,"河南府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5108,,Yongning,"永寧",Xian,1368,1643,111.6534,34.38581,5101,"河南府",5021,"河南布政司",4329,"明朝",,,,
5108,,Yongning,"永寧",Xian,1430,1643,111.6534,34.38581,5101,"河南府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5109,,"Xin'an","新安",Xian,1368,1643,112.1443,34.73306,5101,"河南府",5021,"河南布政司",4329,"明朝",,,,
5109,,"Xin'an","新安",Xian,1430,1643,112.1443,34.73306,5101,"河南府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5110,,Mianchi,"澠池",Xian,1368,1643,111.76631,34.7652,5101,"河南府",5021,"河南布政司",4329,"明朝",,,,
5110,,Mianchi,"澠池",Xian,1430,1643,111.76631,34.7652,5101,"河南府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5111,,"Song Xian","嵩縣",Xian,1368,1643,112.08755,34.14721,5101,"河南府",5021,"河南布政司",4329,"明朝",,,,
5111,,"Song Xian","嵩縣",Xian,1430,1643,112.08755,34.14721,5101,"河南府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5112,,"Shan Zhou","陝州",Zhou,1368,1643,111.15139,34.7918,5101,"河南府",5021,"河南布政司",4329,"明朝",,,,
5112,,"Shan Zhou","陝州",Zhou,1430,1643,111.15139,34.7918,5101,"河南府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5113,,"Shan Zhou","陝州",Zhou,1368,1643,111.15139,34.7918,5112,"陝州",5101,"河南府",5021,"河南布政司",4329,"明朝",,
5113,,"Shan Zhou","陝州",Zhou,1430,1643,111.15139,34.7918,5112,"陝州",5101,"河南府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝"
5114,,Lingbao,"靈寶",Xian,1368,1643,110.94149,34.68462,5112,"陝州",5101,"河南府",5021,"河南布政司",4329,"明朝",,
5114,,Lingbao,"靈寶",Xian,1430,1643,110.94149,34.68462,5112,"陝州",5101,"河南府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝"
5115,,Wenxiang,"閿鄉",Xian,1368,1643,110.73206,34.59143,5112,"陝州",5101,"河南府",5021,"河南布政司",4329,"明朝",,
5115,,Wenxiang,"閿鄉",Xian,1430,1643,110.73206,34.59143,5112,"陝州",5101,"河南府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝"
5116,,Lushi,"盧氏",Xian,1368,1643,111.04092,34.05261,5112,"陝州",5101,"河南府",5021,"河南布政司",4329,"明朝",,
5116,,Lushi,"盧氏",Xian,1430,1643,111.04092,34.05261,5112,"陝州",5101,"河南府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝"
5117,,"Nanyang Fu","南陽府",Fu,1368,1643,112.53547,33.00168,5021,"河南布政司",4329,"明朝",,,,,,
5117,,"Nanyang Fu","南陽府",Fu,1430,1643,112.53547,33.00168,5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,,,
5117,,"Nanyang Fu","南陽府",Fu,1465,1641,112.53547,33.00168,302024,"鄖陽撫治",4329,"明朝",,,,,,
5117,,"Nanyang Fu","南陽府",Fu,1510,1513,112.53547,33.00168,302024,"鄖陽撫治",302061,"湖廣總制",4329,"明朝",,,,
5118,,Nanyang,"南陽",Xian,1368,1643,112.53547,33.00168,5117,"南陽府",5021,"河南布政司",4329,"明朝",,,,
5118,,Nanyang,"南陽",Xian,1430,1643,112.53547,33.00168,5117,"南陽府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5118,,Nanyang,"南陽",Xian,1465,1641,112.53547,33.00168,5117,"南陽府",302024,"鄖陽撫治",4329,"明朝",,,,
5118,,Nanyang,"南陽",Xian,1510,1513,112.53547,33.00168,5117,"南陽府",302024,"鄖陽撫治",302061,"湖廣總制",4329,"明朝",,
5119,,Zhenping,"鎮平",Xian,1368,1643,116.17018,24.65136,5117,"南陽府",5021,"河南布政司",4329,"明朝",,,,
5119,,Zhenping,"鎮平",Xian,1430,1643,116.17018,24.65136,5117,"南陽府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5119,,Zhenping,"鎮平",Xian,1465,1641,116.17018,24.65136,5117,"南陽府",302024,"鄖陽撫治",4329,"明朝",,,,
5119,,Zhenping,"鎮平",Xian,1510,1513,116.17018,24.65136,5117,"南陽府",302024,"鄖陽撫治",302061,"湖廣總制",4329,"明朝",,
5120,,"Tang Xian","唐縣",Xian,1368,1643,112.83252,32.69771,5117,"南陽府",5021,"河南布政司",4329,"明朝",,,,
5120,,"Tang Xian","唐縣",Xian,1430,1643,112.83252,32.69771,5117,"南陽府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5120,,"Tang Xian","唐縣",Xian,1465,1641,112.83252,32.69771,5117,"南陽府",302024,"鄖陽撫治",4329,"明朝",,,,
5120,,"Tang Xian","唐縣",Xian,1510,1513,112.83252,32.69771,5117,"南陽府",302024,"鄖陽撫治",302061,"湖廣總制",4329,"明朝",,
5121,,Biyang,"泌陽",Xian,1368,1643,113.31919,32.72317,5117,"南陽府",5021,"河南布政司",4329,"明朝",,,,
5121,,Biyang,"泌陽",Xian,1430,1643,113.31919,32.72317,5117,"南陽府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5121,,Biyang,"泌陽",Xian,1465,1641,113.31919,32.72317,5117,"南陽府",302024,"鄖陽撫治",4329,"明朝",,,,
5121,,Biyang,"泌陽",Xian,1510,1513,113.31919,32.72317,5117,"南陽府",302024,"鄖陽撫治",302061,"湖廣總制",4329,"明朝",,
5122,,Tongbai,"桐柏",Xian,1476,1643,113.39302,32.37075,5117,"南陽府",5021,"河南布政司",4329,"明朝",,,,
5122,,Tongbai,"桐柏",Xian,1476,1643,113.39302,32.37075,5117,"南陽府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5122,,Tongbai,"桐柏",Xian,1476,1641,113.39302,32.37075,5117,"南陽府",302024,"鄖陽撫治",4329,"明朝",,,,
5122,,Tongbai,"桐柏",Xian,1510,1513,113.39302,32.37075,5117,"南陽府",302024,"鄖陽撫治",302061,"湖廣總制",4329,"明朝",,
5123,,"Deng Zhou","鄧州",Zhou,1368,1643,112.08096,32.68483,5117,"南陽府",5021,"河南布政司",4329,"明朝",,,,
5123,,"Deng Zhou","鄧州",Zhou,1430,1643,112.08096,32.68483,5117,"南陽府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5123,,"Deng Zhou","鄧州",Zhou,1465,1641,112.08096,32.68483,5117,"南陽府",302024,"鄖陽撫治",4329,"明朝",,,,
5123,,"Deng Zhou","鄧州",Zhou,1510,1513,112.08096,32.68483,5117,"南陽府",302024,"鄖陽撫治",302061,"湖廣總制",4329,"明朝",,
5124,,"Deng Zhou","鄧州",Zhou,1368,1643,112.08096,32.68483,5123,"鄧州",5117,"南陽府",5021,"河南布政司",4329,"明朝",,
5124,,"Deng Zhou","鄧州",Zhou,1430,1643,112.08096,32.68483,5123,"鄧州",5117,"南陽府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝"
5124,,"Deng Zhou","鄧州",Zhou,1465,1641,112.08096,32.68483,5123,"鄧州",5117,"南陽府",302024,"鄖陽撫治",4329,"明朝",,
5124,,"Deng Zhou","鄧州",Zhou,1510,1513,112.08096,32.68483,5123,"鄧州",5117,"南陽府",302024,"鄖陽撫治",302061,"湖廣總制",4329,"明朝"
5125,,Neixiang,"內鄉",Xian,1368,1643,111.83859,33.05023,5123,"鄧州",5117,"南陽府",5021,"河南布政司",4329,"明朝",,
5125,,Neixiang,"內鄉",Xian,1430,1643,111.83859,33.05023,5123,"鄧州",5117,"南陽府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝"
5125,,Neixiang,"內鄉",Xian,1465,1641,111.83859,33.05023,5123,"鄧州",5117,"南陽府",302024,"鄖陽撫治",4329,"明朝",,
5125,,Neixiang,"內鄉",Xian,1510,1513,111.83859,33.05023,5123,"鄧州",5117,"南陽府",302024,"鄖陽撫治",302061,"湖廣總制",4329,"明朝"
5127,,Xinye,"新野",Xian,1368,1643,112.35843,32.52487,5123,"鄧州",5117,"南陽府",5021,"河南布政司",4329,"明朝",,
5127,,Xinye,"新野",Xian,1430,1643,112.35843,32.52487,5123,"鄧州",5117,"南陽府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝"
5127,,Xinye,"新野",Xian,1465,1641,112.35843,32.52487,5123,"鄧州",5117,"南陽府",302024,"鄖陽撫治",4329,"明朝",,
5127,,Xinye,"新野",Xian,1510,1513,112.35843,32.52487,5123,"鄧州",5117,"南陽府",302024,"鄖陽撫治",302061,"湖廣總制",4329,"明朝"
5128,,Xichuan,"淅川",Xian,1470,1643,111.38047,32.98234,5123,"鄧州",5117,"南陽府",5021,"河南布政司",4329,"明朝",,
5128,,Xichuan,"淅川",Xian,1470,1643,111.38047,32.98234,5123,"鄧州",5117,"南陽府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝"
5128,,Xichuan,"淅川",Xian,1470,1641,111.38047,32.98234,5123,"鄧州",5117,"南陽府",302024,"鄖陽撫治",4329,"明朝",,
5128,,Xichuan,"淅川",Xian,1510,1513,111.38047,32.98234,5123,"鄧州",5117,"南陽府",302024,"鄖陽撫治",302061,"湖廣總制",4329,"明朝"
5129,,"Yu Zhou","裕州",Zhou,1368,1643,112.99251,33.26008,5117,"南陽府",5021,"河南布政司",4329,"明朝",,,,
5129,,"Yu Zhou","裕州",Zhou,1430,1643,112.99251,33.26008,5117,"南陽府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5129,,"Yu Zhou","裕州",Zhou,1465,1641,112.99251,33.26008,5117,"南陽府",302024,"鄖陽撫治",4329,"明朝",,,,
5129,,"Yu Zhou","裕州",Zhou,1510,1513,112.99251,33.26008,5117,"南陽府",302024,"鄖陽撫治",302061,"湖廣總制",4329,"明朝",,
5130,,"Yu Zhou","裕州",Zhou,1368,1643,112.99251,33.26008,5129,"裕州",5117,"南陽府",5021,"河南布政司",4329,"明朝",,
5130,,"Yu Zhou","裕州",Zhou,1430,1643,112.99251,33.26008,5129,"裕州",5117,"南陽府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝"
5130,,"Yu Zhou","裕州",Zhou,1465,1641,112.99251,33.26008,5129,"裕州",5117,"南陽府",302024,"鄖陽撫治",4329,"明朝",,
5130,,"Yu Zhou","裕州",Zhou,1510,1513,112.99251,33.26008,5129,"裕州",5117,"南陽府",302024,"鄖陽撫治",302061,"湖廣總制",4329,"明朝"
5131,,Wuyang,"舞陽",Xian,1368,1643,113.5869,33.43257,5129,"裕州",5117,"南陽府",5021,"河南布政司",4329,"明朝",,
5131,,Wuyang,"舞陽",Xian,1430,1643,113.5869,33.43257,5129,"裕州",5117,"南陽府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝"
5131,,Wuyang,"舞陽",Xian,1465,1641,113.5869,33.43257,5129,"裕州",5117,"南陽府",302024,"鄖陽撫治",4329,"明朝",,
5131,,Wuyang,"舞陽",Xian,1510,1513,113.5869,33.43257,5129,"裕州",5117,"南陽府",302024,"鄖陽撫治",302061,"湖廣總制",4329,"明朝"
5132,,"Ye Xian","葉縣",Xian,1368,1643,113.34553,33.6233,5129,"裕州",5117,"南陽府",5021,"河南布政司",4329,"明朝",,
5132,,"Ye Xian","葉縣",Xian,1430,1643,113.34553,33.6233,5129,"裕州",5117,"南陽府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝"
5132,,"Ye Xian","葉縣",Xian,1465,1641,113.34553,33.6233,5129,"裕州",5117,"南陽府",302024,"鄖陽撫治",4329,"明朝",,
5132,,"Ye Xian","葉縣",Xian,1510,1513,113.34553,33.6233,5129,"裕州",5117,"南陽府",302024,"鄖陽撫治",302061,"湖廣總制",4329,"明朝"
5141,,"Runing Fu","汝寧府",Fu,1368,1643,114.346,33.00754,5021,"河南布政司",4329,"明朝",,,,,,
5141,,"Runing Fu","汝寧府",Fu,1430,1643,114.346,33.00754,5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,,,
5142,,Ruyang,"汝陽",Xian,1368,1643,114.346,33.00754,5141,"汝寧府",5021,"河南布政司",4329,"明朝",,,,
5142,,Ruyang,"汝陽",Xian,1430,1643,114.346,33.00754,5141,"汝寧府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5143,,Zhenyang,"真陽",Xian,1368,1643,114.38121,32.60912,5141,"汝寧府",5021,"河南布政司",4329,"明朝",,,,
5143,,Zhenyang,"真陽",Xian,1430,1643,114.38121,32.60912,5141,"汝寧府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5144,,Shangcai,"上蔡",Xian,1368,1643,114.25935,33.26724,5141,"汝寧府",5021,"河南布政司",4329,"明朝",,,,
5144,,Shangcai,"上蔡",Xian,1430,1643,114.25935,33.26724,5141,"汝寧府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5145,,Queshan,"確山",Xian,1368,1643,114.0199,32.80767,5141,"汝寧府",5021,"河南布政司",4329,"明朝",,,,
5145,,Queshan,"確山",Xian,1430,1643,114.0199,32.80767,5141,"汝寧府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5146,,Xincai,"新蔡",Xian,1368,1643,114.97392,32.75126,5141,"汝寧府",5021,"河南布政司",4329,"明朝",,,,
5146,,Xincai,"新蔡",Xian,1430,1643,114.97392,32.75126,5141,"汝寧府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5147,,Xinyang,"信陽",Xian,1368,1643,114.06924,32.13112,5141,"汝寧府",5021,"河南布政司",4329,"明朝",,,,
5147,,Xinyang,"信陽",Xian,1430,1643,114.06924,32.13112,5141,"汝寧府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5148,,Xiping,"西平",Xian,1368,1643,113.95687,33.3841,5141,"汝寧府",5021,"河南布政司",4329,"明朝",,,,
5148,,Xiping,"西平",Xian,1430,1643,113.95687,33.3841,5141,"汝寧府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5149,,Suiping,"遂平",Xian,1368,1643,113.98911,33.14784,5141,"汝寧府",5021,"河南布政司",4329,"明朝",,,,
5149,,Suiping,"遂平",Xian,1430,1643,113.98911,33.14784,5141,"汝寧府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5150,,Luoshan,"羅山",Xian,1368,1643,114.52224,32.20237,5141,"汝寧府",5021,"河南布政司",4329,"明朝",,,,
5150,,Luoshan,"羅山",Xian,1430,1643,114.52224,32.20237,5141,"汝寧府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5151,,"Guang Zhou","光州",Zhou,1368,1643,115.04458,32.1303,5141,"汝寧府",5021,"河南布政司",4329,"明朝",,,,
5151,,"Guang Zhou","光州",Zhou,1430,1643,115.04458,32.1303,5141,"汝寧府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝",,
5152,,"Guang Zhou","光州",Zhou,1368,1643,115.04458,32.1303,5151,"光州",5141,"汝寧府",5021,"河南布政司",4329,"明朝",,
5152,,"Guang Zhou","光州",Zhou,1430,1643,115.04458,32.1303,5151,"光州",5141,"汝寧府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝"
5153,,Guangshan,"光山",Xian,1368,1643,114.89877,32.0097,5151,"光州",5141,"汝寧府",5021,"河南布政司",4329,"明朝",,
5153,,Guangshan,"光山",Xian,1430,1643,114.89877,32.0097,5151,"光州",5141,"汝寧府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝"
5154,,Gushi,"固始",Xian,1368,1643,115.6711,32.18354,5151,"光州",5141,"汝寧府",5021,"河南布政司",4329,"明朝",,
5154,,Gushi,"固始",Xian,1430,1643,115.6711,32.18354,5151,"光州",5141,"汝寧府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝"
5156,,"Xi Xian","息縣",Xian,1368,1643,114.72909,32.34243,5151,"光州",5141,"汝寧府",5021,"河南布政司",4329,"明朝",,
5156,,"Xi Xian","息縣",Xian,1430,1643,114.72909,32.34243,5151,"光州",5141,"汝寧府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝"
5157,,Shangcheng,"商城",Xian,1475,1643,115.40706,31.80352,5151,"光州",5141,"汝寧府",5021,"河南布政司",4329,"明朝",,
5157,,Shangcheng,"商城",Xian,1475,1643,115.40706,31.80352,5151,"光州",5141,"汝寧府",5021,"河南布政司",302005,"河南巡撫",4329,"明朝"
5158,,"Shaanxi Buzhengsi","陝西布政司",Buzhengsi,1368,1643,,,4329,"明朝",,,,,,,,
5158,,"Shaanxi Buzhengsi","陝西布政司",Buzhengsi,1427,1643,,,302006,"陝西巡撫",4329,"明朝",,,,,,
5158,,"Shaanxi Buzhengsi","陝西布政司",Buzhengsi,1468,1643,,,302035,"三邊總督",4329,"明朝",,,,,,
5158,,"Shaanxi Buzhengsi","陝西布政司",Buzhengsi,1634,1643,,,302057,"河南山陝川湖總督",4329,"明朝",,,,,,
5158,,"Shaanxi Buzhengsi","陝西布政司",Buzhengsi,1510,1513,,,302061,"湖廣總制",4329,"明朝",,,,,,
5159,,"Wenxian Shouyuqianhusuo","文縣守禦千戶所","Shouyu qianhusuo",1473,1643,,,300502,"陝西都指揮使司",302087,"右軍都督府",4329,"明朝",,,,
5160,,"Ningxia Wei","寧夏衛",Wei,1380,1643,0.0,0.0,300502,"陝西都指揮使司",302087,"右軍都督府",4329,"明朝",,,,
5160,,"Ningxia Wei","寧夏衛",Wei,1436,1643,0.0,0.0,302037,"寧夏巡撫",4329,"明朝",,,,,,
5160,,"Ningxia Wei","寧夏衛",Wei,1468,1643,0.0,0.0,302037,"寧夏巡撫",302035,"三邊總督",4329,"明朝",,,,
5161,,"Ningxia Wei","寧夏衛",Wei,1380,1643,0.0,0.0,300502,"陝西都指揮使司",302087,"右軍都督府",4329,"明朝",,,,
5162,,"Lingzhou Shouyuqianhusuo","靈州守御千戶所",Qianhusuo,1380,1634,,,5160,"寧夏衛",300502,"陝西都指揮使司",302087,"右軍都督府",4329,"明朝",,
5162,,"Lingzhou Shouyuqianhusuo","靈州守御千戶所",Qianhusuo,1436,1634,,,5160,"寧夏衛",302037,"寧夏巡撫",4329,"明朝",,,,
5162,,"Lingzhou Shouyuqianhusuo","靈州守御千戶所",Qianhusuo,1468,1634,,,5160,"寧夏衛",302037,"寧夏巡撫",302035,"三邊總督",4329,"明朝",,
5163,,"Dashajing Cheng","大沙井城",Cheng,1380,1634,,,5160,"寧夏衛",300502,"陝西都指揮使司",302087,"右軍都督府",4329,"明朝",,
5163,,"Dashajing Cheng","大沙井城",Cheng,1436,1634,,,5160,"寧夏衛",302037,"寧夏巡撫",4329,"明朝",,,,
5163,,"Dashajing Cheng","大沙井城",Cheng,1468,1634,,,5160,"寧夏衛",302037,"寧夏巡撫",302035,"三邊總督",4329,"明朝",,
5164,,"Shigou Cheng","石溝城",Cheng,1380,1634,,,5160,"寧夏衛",300502,"陝西都指揮使司",302087,"右軍都督府",4329,"明朝",,
5164,,"Shigou Cheng","石溝城",Cheng,1436,1634,,,5160,"寧夏衛",302037,"寧夏巡撫",4329,"明朝",,,,
5164,,"Shigou Cheng","石溝城",Cheng,1468,1634,,,5160,"寧夏衛",302037,"寧夏巡撫",302035,"三邊總督",4329,"明朝",,
5165,,"Yanchi Cheng","鹽池城",Cheng,1380,1634,,,5160,"寧夏衛",300502,"陝西都指揮使司",302087,"右軍都督府",4329,"明朝",,
5165,,"Yanchi Cheng","鹽池城",Cheng,1436,1634,,,5160,"寧夏衛",302037,"寧夏巡撫",4329,"明朝",,,,
5165,,"Yanchi Cheng","鹽池城",Cheng,1468,1634,,,5160,"寧夏衛",302037,"寧夏巡撫",302035,"三邊總督",4329,"明朝",,
5166,,"Xining Bao","隰寧堡",Bao,1380,1634,,,5160,"寧夏衛",300502,"陝西都指揮使司",302087,"右軍都督府",4329,"明朝",,
5166,,"Xining Bao","隰寧堡",Bao,1436,1634,,,5160,"寧夏衛",302037,"寧夏巡撫",4329,"明朝",,,,
5166,,"Xining Bao","隰寧堡",Bao,1468,1634,,,5160,"寧夏衛",302037,"寧夏巡撫",302035,"三邊總督",4329,"明朝",,
5167,,"Meng Cheng","萌城",Cheng,1380,1634,,,5160,"寧夏衛",300502,"陝西都指揮使司",302087,"右軍都督府",4329,"明朝",,
5167,,"Meng Cheng","萌城",Cheng,1436,1634,,,5160,"寧夏衛",302037,"寧夏巡撫",4329,"明朝",,,,
5167,,"Meng Cheng","萌城",Cheng,1468,1634,,,5160,"寧夏衛",302037,"寧夏巡撫",302035,"三邊總督",4329,"明朝",,
5168,,"Ningxiapinglu Suo","寧夏平虜所",Suo,1380,1643,,,5160,"寧夏衛",300502,"陝西都指揮使司",302087,"右軍都督府",4329,"明朝",,
5168,,"Ningxiapinglu Suo","寧夏平虜所",Suo,1436,1643,,,5160,"寧夏衛",302037,"寧夏巡撫",4329,"明朝",,,,
5168,,"Ningxiapinglu Suo","寧夏平虜所",Suo,1468,1643,,,5160,"寧夏衛",302037,"寧夏巡撫",302035,"三邊總督",4329,"明朝",,
5169,,"Ningxiahou Wei","寧夏后衛",Wei,1380,1643,0.0,0.0,5160,"寧夏衛",300502,"陝西都指揮使司",302087,"右軍都督府",4329,"明朝",,
5169,,"Ningxiahou Wei","寧夏后衛",Wei,1436,1643,0.0,0.0,5160,"寧夏衛",302037,"寧夏巡撫",4329,"明朝",,,,
5169,,"Ningxiahou Wei","寧夏后衛",Wei,1468,1643,0.0,0.0,5160,"寧夏衛",302037,"寧夏巡撫",302035,"三邊總督",4329,"明朝",,
5170,,"Wei Zhou","韋州",Zhou,1380,1634,,,5160,"寧夏衛",300502,"陝西都指揮使司",302087,"右軍都督府",4329,"明朝",,
5170,,"Wei Zhou","韋州",Zhou,1436,1634,,,5160,"寧夏衛",302037,"寧夏巡撫",4329,"明朝",,,,
5170,,"Wei Zhou","韋州",Zhou,1468,1634,,,5160,"寧夏衛",302037,"寧夏巡撫",302035,"三邊總督",4329,"明朝",,
5171,,"Xingwuying Shouyuqianhusuo","興武營守御千戶所",Qianhusuo,1380,1634,,,5160,"寧夏衛",300502,"陝西都指揮使司",302087,"右軍都督府",4329,"明朝",,
5171,,"Xingwuying Shouyuqianhusuo","興武營守御千戶所",Qianhusuo,1436,1634,,,5160,"寧夏衛",302037,"寧夏巡撫",4329,"明朝",,,,
5171,,"Xingwuying Shouyuqianhusuo","興武營守御千戶所",Qianhusuo,1468,1634,,,5160,"寧夏衛",302037,"寧夏巡撫",302035,"三邊總督",4329,"明朝",,
5172,,"Guangwu Ying","廣武營",Ying,1380,1643,,,5160,"寧夏衛",300502,"陝西都指揮使司",302087,"右軍都督府",4329,"明朝",,
5172,,"Guangwu Ying","廣武營",Ying,1436,1643,,,5160,"寧夏衛",302037,"寧夏巡撫",4329,"明朝",,,,
5172,,"Guangwu Ying","廣武營",Ying,1468,1643,,,5160,"寧夏衛",302037,"寧夏巡撫",302035,"三邊總督",4329,"明朝",,
