c_inst_name_code,c_inst_code,c_inst_addr_type_code,c_inst_addr_begin_year,c_inst_addr_end_year,c_inst_addr_id,inst_xcoord,inst_ycoord,c_source,c_pages,c_notes
431,3358,1,1242,,12914,116.0411,29.45349,38277,12;35,"多个出處:中國古代書院發展史P12,35;江西古代書院研究P112;元代書院之地理分佈P364;中國古代的書院制度P29,51;中國書院制度考略P21."
431,3514,1,1300,,18503,114.5596,29.03871,38280,364,
432,918,1,,,7477,0.0,0.0,27842,157,"Temple ID 138351 Location: 五臺縣射虎川; Founding: 康熙二十二年; Other: 赐梵书藏经，乾隆二十五年改修"
432,3003,1,1119,,12974,116.2102,27.54639,,,
433,919,1,,,8756,0.0,0.0,27842,61,"Temple ID 139999 Location: 南部縣南; Founding: 唐咸通中"
434,920,1,,,7742,0.0,0.0,27842,40,"Temple ID 138352 Location: 蕪湖縣; Founding: 晋元和二年; Other: 旧名永寿寺"
435,921,1,,,8155,0.0,0.0,27842,40,"Temple ID 138353 Location: 內鄉縣東北; Founding: 宋政和中"
436,922,1,,,8168,0.0,0.0,27842,40,"Temple ID 138354 Location: 汝陽縣南關; Founding: 唐武德三年; Other: 有九级浮图"
437,923,1,,,8219,0.0,0.0,27842,40,"Temple ID 139707 Location: 大冶治縣東; Other: 吴王扬行密隐处"
438,924,1,,,8240,0.0,0.0,27842,40,"Temple ID 139755 Location: 鐘祥縣東; Other: 唐灵济庵，明正统中重建"
438,925,1,,,8899,0.0,0.0,27842,41,"Temple ID 140455 Location: 府城南; Founding: 明永乐初"
438,926,1,,,0,0.0,0.0,27842,40,"Temple ID 140340 Location: 文山縣西"
439,927,1,,,7910,0.0,0.0,27842,40,"Temple ID 139661 Location: 新昌縣北; Founding: 唐代"
440,928,1,,,8378,0.0,0.0,27842,176,"Temple ID 139929 Location: 麻陽縣城內縣治西; Founding: 唐大历中; Other: 锦州古刹，宋熙宁中赐额"
441,929,1,,,8302,0.0,0.0,27842,176,"Temple ID 139860 Location: 寧鄉縣大潙山; Founding: 唐，大中中李景让"
442,930,1,,,7558,0.0,0.0,27842,176,"Temple ID 138355 Location: 上元縣東北; Founding: 梁代; Other: 中大通一年寺设四部大会，又有法宝寺"
442,931,1,,,7211,0.0,0.0,27842,60,"Temple ID 138356 Location: 安定門外; Founding: 清代; Other: 又名东黄寺，其西有西黄寺"
443,932,1,,,8343,0.0,0.0,27842,49,"Temple ID 139880 Location: 巴陵縣西南君山; Founding: 晋代; Other: 旧名楚兴寺"
443,933,1,,,7805,0.0,0.0,27842,36,"Temple ID 140122 Location: 將樂縣含雲山; Founding: 宋建中靖国中"
444,934,1,,,7529,0.0,0.0,27842,163,"Temple ID 138357 Location: 專山縣西; Founding: 明代; Other: 乾隆十六年二十二年二十七年五十年四十五年巡幸"
445,935,1,,,8266,0.0,0.0,27842,60,"Temple ID 139796 Location: 石首縣東東山; Founding: 三国，吴代"
446,936,1,,,7837,0.0,0.0,27842,60,"Temple ID 140110 Location: 安溪縣西北，威德裏; Founding: 宋时; Other: 旧名龙化寺正德国七年重建，康熙中重修"
447,937,1,,,7717,0.0,0.0,27842,34,"Temple ID 138358 Location: 毫州城內; Founding: 明洪武二十八年"
448,938,1,,,8815,0.0,0.0,27842,34,"Temple ID 140026 Location: 府城內; Founding: 宋咸平中"
449,939,1,,,8260,0.0,0.0,27842,176,"Temple ID 139766 Location: 荊門州象山; Founding: 唐代; Other: 明末毁，顺治中重建"
450,940,1,,,8249,0.0,0.0,27842,176,"Temple ID 139821 Location: 谷城縣東; Founding: 隋大业中"
450,941,1,,,8300,0.0,0.0,27842,176,"Temple ID 139859 Location: 湘潭縣陶公山; Other: 旧名石塔寺，一名石头寺，唐，智岩开讲处，褚遂良今名"
451,942,1,,,20006,0.0,0.0,27842,32,"Temple ID 140537; Other: 五寺，红帽十八处其他"
452,943,1,,,8416,0.0,0.0,27842,138,"Temple ID 140194 Location: 曲江縣北"
453,944,1,,,6793,0.0,0.0,27842,138,"Temple ID 140442 Location: 黃平州南門外; Founding: 明洪武中"
454,945,1,,,7537,0.0,0.0,27842,138,"Temple ID 138359 Location: 荊溪縣善卷洞; Founding: 南齐; Other: 唐李蠙读书处"
455,946,1,,,7573,0.0,0.0,27842,138,"Temple ID 138360 Location: 高郵州北門外; Other: 旧名地藏庵，乾隆二十七年今额"
456,947,1,,,0,0.0,0.0,27842,138,"Temple ID 140534 Location: 多倫; Other: 雍正中额"
457,948,1,,,7463,0.0,0.0,27842,138,"Temple ID 138361 Location: 太平縣; Founding: 北齐天统中; Other: 初名敬屈亭，宋嘉祐中今名，明初慈化院合入"
458,949,1,,,8737,0.0,0.0,27842,138,"Temple ID 140069 Location: 蒲江縣南; Founding: 宋绍兴初"
458,950,1,,,4473,0.0,0.0,27842,139,"Temple ID 138363 Location: 故阜平王快鎮五峰嶺（今曲陽縣）"
458,951,1,,,7715,0.0,0.0,27842,138,"Temple ID 138364 Location: 阜陽縣; Founding: 明洪武初; Other: 今名北照寺，明大祖曾驻此"
459,952,1,,,7297,0.0,0.0,27842,139,"Temple ID 138365 Location: 樂城縣東北; Other: 俗名壹头寺，有汉蒲棘候紫武墓"
460,953,1,,,6867,0.0,0.0,27842,138,"Temple ID 140319 Location: 阿迷州東; Founding: 明正统中; Other: 州伟观"
461,954,1,,,8147,0.0,0.0,27842,139,"Temple ID 138362 Location: 原武縣東門外; Founding: 宋微宋时"
461,955,1,,,8758,0.0,0.0,27842,19,"Temple ID 139998 Location: 通江縣治南; Founding: 唐中和中; Other: 初名龙兴寺，宁代今名"
461,956,1,,,8688,0.0,0.0,27842,19,"Temple ID 140046 Location: 榮縣西; Founding: 明宣德初"
462,957,1,,,7944,0.0,0.0,27842,19,"Temple ID 139690 Location: 大庾縣治東北; Founding: 隋开皇初; Other: 唐代大云寺，宋代清泉寺"
463,958,1,,,9044,0.0,0.0,27842,19,"Temple ID 139398 Location: 府治西北隅; Founding: 唐代; Other: 一名木塔寺，有十三级浮图"
464,959,1,,,8788,0.0,0.0,27842,19,"Temple ID 139987 Location: 合州東; Founding: 元至元中; Other: 顺治十八年重建"
465,960,1,,,7211,0.0,0.0,27842,232,"Temple ID 138366 Location: 東安門內南池; Founding: na; Other: 乾隆三年修葺，同二十五年再修"
466,961,1,,,20006,0.0,0.0,27842,34,"Temple ID 140538 Location: 喇薩東南; Founding: 称宗喀巴; Other: 雍正十一年永泰寺上赐额"
467,962,1,,,8230,0.0,0.0,27842,85,"Temple ID 139741 Location: 黃梅縣雙峰山; Founding: 唐武德中; Other: 一名正觉寺，四祖道信禅师道场"
468,963,1,,,7158,0.0,0.0,27842,31,"Temple ID 140285 Location: 祿豐縣西北; Founding: 明万历中"
469,964,1,,,7401,0.0,0.0,27842,31,"Temple ID 138367 Location: 介休縣南綿山"
470,965,1,,,8005,0.0,0.0,27842,31,"Temple ID 138368 Location: 寧縣葛右社; Founding: 宋祥符中"
471,966,1,,,8972,0.0,0.0,27842,32,"Temple ID 138369 Location: 澄城縣南; Other: 隋文帝避暑地故名"
472,967,1,,,8627,0.0,0.0,27842,32,"Temple ID 140269 Location: 修仁縣南; Other: 康熙五年重修"
473,968,1,,,6852,0.0,0.0,27842,32,"Temple ID 140431 Location: 府城北"
474,969,1,,,8903,0.0,0.0,27842,32,"Temple ID 140482 Location: 府城南"
475,970,1,,,8900,0.0,0.0,27842,32,"Temple ID 140491 Location: 府城東; Founding: 明嘉靖中"
475,971,1,,,8898,0.0,0.0,27842,32,"Temple ID 140502 Location: 府城北"
475,972,1,,,7643,0.0,0.0,27842,82,"Temple ID 139533 Location: 天臺縣北; Founding: 隋开皇十八年智头; Other: 唐一行在此学习算学，雍正十一年奉敕重建"
475,973,1,,,7211,0.0,0.0,27842,14,"Temple ID 138371 Location: 阜成門外三里涇; Founding: 康熙中"
475,974,1,,,8054,0.0,0.0,27842,15,"Temple ID 138372 Location: 平度州西南; Founding: 唐代; Other: 唐名普济院,大定间今名"
475,975,1,,,7475,0.0,0.0,27842,13,"Temple ID 138373 Location: 州城東北隅"
476,976,1,,,7477,0.0,0.0,27842,14,"Temple ID 138374 Location: 五臺縣靈鷲峰; Founding: 唐代"
477,977,1,,,7603,0.0,0.0,27842,14,"Temple ID 139423 Location: 仁和縣天開河; Founding: 唐代; Other: 雍正十一年重修"
478,978,1,,,7337,0.0,0.0,27842,165,"Temple ID 138370 Location: 成安縣西; Founding: 唐天极一年; Other: 有古柏石佛"
479,979,1,,,7764,0.0,0.0,27842,50,"Temple ID 138393 Location: 青陽縣西南; Founding: 唐开元中; Other: 六景"
480,980,1,,,7098,0.0,0.0,27842,85,"Temple ID 138394 Location: 城東北顯宮東; Other: 康熙二十一年临幸"
481,981,1,,,8100,0.0,0.0,27842,44,"Temple ID 138395 Location: 永城縣北; Founding: 唐初; Other: 大历间赐额静林，宋代改今名"
482,982,1,,,7745,0.0,0.0,27842,100,"Temple ID 138396 Location: 宣城縣南; Other: 旧名嘉福院。崇宁中今额"
483,983,1,,,8108,0.0,0.0,27842,165,"Temple ID 138397 Location: 西華縣北; Other: 元延祐六年"
484,984,1,,,7539,0.0,0.0,27842,43,"Temple ID 138595 Location: 吳縣橫山; Other: 旧名免水院，后今名"
485,985,1,,,9009,0.0,0.0,27842,221,"Temple ID 138779 Location: 武功縣西北; Founding: 唐大中二年; Other: 旧神尧故宅"
486,986,1,,,8231,0.0,0.0,27842,176,"Temple ID 139750 Location: 羅田縣東; Founding: 唐贞观中; Other: 一名玉屏山"
487,987,1,,,8046,0.0,0.0,27842,176,"Temple ID 138398 Location: 費縣西; Founding: 唐代"
487,988,1,,,7211,0.0,0.0,27842,141,"Temple ID 138399 Location: 廣寧門內大街; Founding: na"
488,989,1,,,6924,0.0,0.0,27842,96,"Temple ID 140342 Location: 永善縣南門外"
489,990,1,,,7211,0.0,0.0,27842,94,"Temple ID 138586 Location: 香山東北壽安山; Founding: 本唐兜率寺至治一年重建; Other: 唐，贞观中香檀像，俗名卧佛寺"
490,991,1,,,7387,0.0,0.0,27842,95,"Temple ID 138584 Location: 陽曲縣治東; Founding: 宋祥符中; Other: 真宗御制碑"
491,992,1,,,7477,0.0,0.0,27842,95,"Temple ID 138585 Location: 五臺山中臺; Founding: 唐，大历初法照; Other: 一名竹林寺"
492,993,1,,,7642,0.0,0.0,27842,95,"Temple ID 139534 Location: 寧海縣南; Founding: 晋义熙一年昙献; Other: 康熙八年重建"
492,994,1,,,8278,0.0,0.0,27842,96,"Temple ID 139840 Location: 巴東縣治西; Founding: 唐，贞观中; Other: 明隆庆中为学校，万历十五年又为寺"
493,995,1,,,8524,0.0,0.0,27842,96,"Temple ID 140267 Location: 賓州東; Founding: 宋; Other: 明初改报恩寺"
494,996,1,,,7384,0.0,0.0,27842,96,"Temple ID 138587 Location: 豐潤縣南車軸山; Founding: 宋崇熙中"
494,997,1,,,9004,0.0,0.0,27842,96,"Temple ID 139382 Location: 淳化縣壽峰山; Founding: 唐，大中五年; Other: 康熙三十八年重修"
495,998,1,,,7855,0.0,0.0,27842,94,"Temple ID 139572 Location: 豐城縣治東; Founding: 唐代马祖; Other: 祝釐所"
496,999,1,,,7892,0.0,0.0,27842,94,"Temple ID 139626 Location: 新城縣，南豐縣; Founding: 唐代，唐初; Other: 有二寺"
497,1000,1,,,8693,0.0,0.0,27842,94,"Temple ID 140018 Location: 府城東南; Other: 唐，花台寺遗迹。宋淳祐中重建"
498,1001,1,,,7602,0.0,0.0,27842,94,"Temple ID 139433 Location: 錢塘縣葛嶺; Founding: 晋，天福八年; Other: 有苏轼诗"
499,1002,1,,,7211,0.0,0.0,27842,96,"Temple ID 138588 Location: 西直門外"
500,1003,1,,,8002,0.0,0.0,27842,98,"Temple ID 138589 Location: 滕縣牙山; Founding: 唐武德中"
501,1004,1,,,7539,0.0,0.0,27842,95,"Temple ID 138583 Location: 吳縣吳山; Founding: 晋天福五年，为钱文奉、其父广陵王元璙墓; Other: 初名吴山院，治平中今额"
502,1005,1,,,7932,0.0,0.0,27842,97,"Temple ID 139684 Location: 贛縣東; Founding: 梁卢光稠; Other: 始名延寿。祥符中今额，洪武中重建"
502,1006,1,,,8262,0.0,0.0,27842,96,"Temple ID 139798 Location: 遠安縣東北; Founding: 元大德中"
503,1007,1,,,8789,0.0,0.0,27842,96,"Temple ID 139988 Location: 銅梁縣西; Founding: 宋代"
504,1008,1,,,7695,0.0,0.0,27842,96,"Temple ID 138590 Location: 合肥縣東南; Founding: 晋代"
504,1009,1,,,7709,0.0,0.0,27842,204,"Temple ID 138400 Location: 霍山縣東西; Other: 三圣泉"
505,1010,1,,,8605,0.0,0.0,27842,144,"Temple ID 140264 Location: 羅城縣鳳凰山"
506,1011,1,,,8241,0.0,0.0,27842,145,"Temple ID 139762 Location: 京山縣南; Founding: 宋乾德二年铁牛"
507,1012,1,,,7335,0.0,0.0,27842,144,"Temple ID 138401 Location: 磁州北林裏; Founding: 周，广顺二年"
508,1013,1,,,7640,0.0,0.0,27842,145,"Temple ID 139536 Location: 黃岩縣西; Founding: 吴赤乌中; Other: 康熙十九年重建"
509,1014,1,,,7945,0.0,0.0,27842,151,"Temple ID 139694 Location: 南康縣東北; Founding: 宋代"
509,1015,1,,,7684,0.0,0.0,27842,151,"Temple ID 139513 Location: 府東南; Founding: 晋郭伟; Other: 唐会昌时废，大中复兴，今名，有五百罗汉"
509,1016,1,,,8016,0.0,0.0,27842,156,"Temple ID 138402 Location: 曹縣塔彎鎮; Other: 唐贞观中奉敕监修"
510,1017,1,,,7334,0.0,0.0,27842,150,"Temple ID 138403 Location: 邯鄲縣西關; Other: 明黄乘风重修"
510,1018,1,,,8175,0.0,0.0,27842,150,"Temple ID 138404 Location: 羅山縣西南; Founding: 始建不详; Other: 宋代曾巩题大乘寺诗"
510,1019,1,,,7933,0.0,0.0,27842,150,"Temple ID 139685 Location: 興國縣治; Founding: 后唐; Other: 旧名万年，元至正中今名"
510,1020,1,,,8294,0.0,0.0,27842,145,"Temple ID 139856 Location: 善化縣西南; Founding: （唐代，上清宫）; Other: 唐太已真君炼丹处，孤月论性命之地"
510,1021,1,,,20000,0.0,0.0,27842,153,"Temple ID 138412 Location: 南關門"
511,1022,1,,,8992,0.0,0.0,27842,153,"Temple ID 138413 Location: 神木縣東門外"
512,1023,1,,,7602,0.0,0.0,27842,153,"Temple ID 139444 Location: 錢塘縣寶石山; Founding: 宋宣和中; Other: 思净立大石佛院，明永乐中今名"
513,1024,1,,,8687,0.0,0.0,27842,153,"Temple ID 140050 Location: 犍為縣東南; Founding: 唐代"
514,1025,1,,,8422,0.0,0.0,27842,153,"Temple ID 140232 Location: 府城; Founding: 明万历中; Other: 康熙二十五年重修"
515,1026,1,,,6911,0.0,0.0,27842,153,"Temple ID 140511 Location: 黔西州馬場塘"
515,1027,1,,,8754,0.0,0.0,27842,151,"Temple ID 140003 Location: 府城南"
516,1028,1,,,7211,0.0,0.0,27842,149,"Temple ID 138414 Location: 西安門內; Founding: 明嘉靖中; Other: 雍正十一年重修"
517,1029,1,,,7696,0.0,0.0,27842,157,"Temple ID 138416 Location: 巢縣王喬洞東北; Founding: 宋景定中; Other: 大力泉"
518,1030,1,,,8940,0.0,0.0,27842,150,"Temple ID 138417 Location: 長安縣治北; Other: 一名仁王院"
519,1031,1,,,8109,0.0,0.0,27842,148,"Temple ID 138418 Location: 項城縣治東南; Founding: 唐代; Other: 明咸化二年重修。康熙二十五年修"
520,1032,1,,,7413,0.0,0.0,27842,152,"Temple ID 138419 Location: 榆社縣城外; Founding: 汉永平中; Other: 宋治平四年重修，有舍利塔（天下第十八塔），元至德中毗卢殿"
521,1033,1,,,7451,0.0,0.0,27842,150,"Temple ID 138420 Location: 稷山縣高渠村; Founding: 元代敕建; Other: 古柏"
522,1034,1,,,8043,0.0,0.0,27842,151,"Temple ID 138421 Location: 沂水縣西南; Other: 卧佛"
523,1035,1,,,7684,0.0,0.0,27842,151,"Temple ID 139512 Location: 府東; Founding: 梁天监时; Other: 七层浮图"
524,1036,1,,,7823,0.0,0.0,27842,148,"Temple ID 140119 Location: 海登縣大嚴山"
525,1037,1,,,7211,0.0,0.0,27842,156,"Temple ID 138439 Location: 萬壽山北; Founding: 乾隆十六年; Other: 五百罗汉像"
526,1038,1,,,7557,0.0,0.0,27842,156,"Temple ID 138440 Location: 江寧縣城南; Founding: 吴赤鸟中，康僧会舍利奉？大帝建寺; Other: 明永乐中重建，今名康熙三修。同三十八年重修"
527,1039,1,,,6912,0.0,0.0,27842,145,"Temple ID 140522 Location: 普安州南; Other: 其它有永丰寺、普照寺、清隐寺、西陵庵"
528,1040,1,,,7344,0.0,0.0,27842,145,"Temple ID 138426 Location: 元城縣東舊府城內; Founding: 宋代"
529,1041,1,,,7500,0.0,0.0,27842,145,"Temple ID 138427 Location: 應州南; Founding: 元皇庆二年; Other: 碧峰、独峰二和尚碑"
529,1042,1,,,7853,0.0,0.0,27842,145,"Temple ID 139578 Location: 新建縣北門內; Founding: 晋安世高; Other: 明初重建"
529,1043,1,,,8243,0.0,0.0,27842,145,"Temple ID 139763 Location: 潛江縣北; Founding: 唐初; Other: 元泰定中重建"
529,1044,1,,,8912,0.0,0.0,27842,145,"Temple ID 140427 Location: 府城西"
529,1045,1,,,8954,0.0,0.0,27842,152,"Temple ID 138428 Location: 鄂縣雲際山; Founding: 隋仁寿一年; Other: 一名云际寺，宋太平兴国三年改"
530,1046,1,,,8037,0.0,0.0,27842,152,"Temple ID 138424 Location: 州治西; Founding: 明永乐中"
530,1047,1,,,8991,0.0,0.0,27842,152,"Temple ID 138425 Location: 榆林縣常樂堡; Founding: 明弘治一年"
531,1048,1,,,7687,0.0,0.0,27842,148,"Temple ID 139511 Location: 上虞縣南; Founding: 后唐清泰一年; Other: 晋帛道猷结庵地"
531,1049,1,,,7705,0.0,0.0,27842,153,"Temple ID 138429 Location: 潛山縣太平山; Founding: 晋咸和中; Other: 元余阙登太平寺诗"
531,1050,1,,,7759,0.0,0.0,27842,153,"Temple ID 138430 Location: 績溪縣南; Founding: 宋太平兴国中; Other: 明洪武初今名"
532,1051,1,,,8219,0.0,0.0,27842,154,"Temple ID 139716 Location: 大冶縣; Founding: 宋绍兴中; Other: 明洪武中修，源公祖师道场"
533,1052,1,,,8365,0.0,0.0,27842,154,"Temple ID 139936 Location: 桑植縣北; Other: 山水秀异"
533,1053,1,,,8333,0.0,0.0,27842,154,"Temple ID 139954 Location: 永興縣西"
534,1054,1,,,7844,0.0,0.0,27842,154,"Temple ID 140171 Location: 州東; Founding: 唐开成中"
535,1055,1,,,6793,0.0,0.0,27842,154,"Temple ID 140443 Location: 黃平州北; Other: 往七星岩上移"
536,1056,1,,,7108,0.0,0.0,27842,149,"Temple ID 138431 Location: 府城內; Founding: 唐代; Other: 辽道宗建立白塔，后有佛寺"
536,1057,1,,,8074,0.0,0.0,27842,146,"Temple ID 138432 Location: 府城內; Founding: 晋天福中（等觉禅林）; Other: 宋庆历中上方寺乾隆十六年改修"
537,1058,1,,,8904,0.0,0.0,27842,152,"Temple ID 140527 Location: 府城東湘山"
538,1059,1,,,7753,0.0,0.0,27842,151,"Temple ID 138434 Location: 建平縣治東北; Founding: 唐贞观二年"
539,1060,1,,,8721,0.0,0.0,27842,153,"Temple ID 140041 Location: 大全州東; Founding: 宋淳祐八年"
540,1061,1,,,8664,0.0,0.0,27842,153,"Temple ID 140090 Location: 鬆潘城內; Founding: 唐代"
541,1062,1,,,7382,0.0,0.0,27842,152,"Temple ID 138435 Location: 州城中; Founding: 六朝; Other: 元至大一年修"
542,1063,1,,,7538,0.0,0.0,27842,149,"Temple ID 138436 Location: 虞山佛水嚴東; Founding: 清初; Other: 玉林、通琇居处"
543,1064,1,,,8180,0.0,0.0,27842,149,"Temple ID 138437 Location: 息縣東; Founding: 明永乐中"
544,1065,1,,,8670,0.0,0.0,27842,149,"Temple ID 139980 Location: 華陽縣東; Founding: 唐至德中; Other: 顺治中重修"
545,1066,1,,,7211,0.0,0.0,27842,148,"Temple ID 138438 Location: 西直門外畏吾村"
546,1067,1,,,7805,0.0,0.0,27842,149,"Temple ID 140132 Location: 將樂縣東; Founding: 唐文德一年; Other: 顺治十五年重修"
546,1068,1,,,7259,0.0,0.0,27842,156,"Temple ID 138441 Location: 任印縣三方村; Founding: 元至正中; Other: 明咸化中重修。它有太平寺、金沙寺"
546,1069,1,,,6932,0.0,0.0,27842,156,"Temple ID 138442 Location: 皈化城東; Founding: 金大定七年; Other: 塔存"
547,1070,1,,,8753,0.0,0.0,27842,156,"Temple ID 140030 Location: 江油縣西; Founding: 宋宣和中"
548,1071,1,,,20100,0.0,0.0,27842,156,"Temple ID 138443 Location: 錦縣南鬆山; Founding: 南唐; Other: 初名法华寺，元今名，明景泰初重建"
548,1072,1,,,7871,0.0,0.0,27842,147,"Temple ID 139609 Location: 建昌縣西門外; Founding: 唐马祖; Other: 明洪武初移此处"
548,1073,1,,,8256,0.0,0.0,27842,156,"Temple ID 139835 Location: 竹山縣東"
548,1074,1,,,8365,0.0,0.0,27842,150,"Temple ID 139935 Location: 桑植縣東袁家坪"
548,1075,1,,,7098,0.0,0.0,27842,156,"Temple ID 138444 Location: 盛京福勝門外; Other: 一名八王寺"
548,1076,1,,,8074,0.0,0.0,27842,151,"Temple ID 138445 Location: 府治東; Founding: 北齐天保六年（建国）; Other: 唐睿宗相国寺，宋至道三年重建，今名"
549,1077,1,,,7845,0.0,0.0,27842,157,"Temple ID 140172 Location: 太田縣東南; Other: 朱子曾游，诗存"
550,1078,1,,,7592,0.0,0.0,27842,150,"Temple ID 138422 Location: 豐縣北; Founding: 唐贞元十七年; Other: 旧大圣院"
551,1079,1,,,7732,0.0,0.0,27842,150,"Temple ID 138423 Location: 舊州城西; Other: 旧名普光寺，一名普照寺"
552,1080,1,,,8776,0.0,0.0,27842,150,"Temple ID 140014 Location: 岳池縣治南; Founding: 宋嘉定中"
553,1081,1,,,8878,0.0,0.0,27842,149,"Temple ID 140409 Location: 府城內"
554,1082,1,,,4473,0.0,0.0,27842,149,"Temple ID 138415 Location: 曲陽縣東嘉山; Founding: 唐天宝中"
555,1083,1,,,7190,0.0,0.0,27842,149,"Temple ID 140320 Location: 河西縣治北; Founding: 明洪武中; Other: 明嘉靖中重修"
555,1084,1,,,8228,0.0,0.0,27842,151,"Temple ID 139747 Location: 廣濟縣東; Founding: 唐蒋祖师; Other: 藏经"
555,1085,1,,,7269,0.0,0.0,27842,147,"Temple ID 138446 Location: 滿城縣北; Other: 明洪武初重建。僧会司"
556,1086,1,,,7214,0.0,0.0,27842,147,"Temple ID 138447 Location: 宛平縣徐家莊; Other: 旧名佛泉寺，雍正二年今名"
557,1087,1,,,7717,0.0,0.0,27842,147,"Temple ID 138448 Location: 毫州湯陵"
558,1088,1,,,7444,0.0,0.0,27842,147,"Temple ID 138449 Location: 榮河縣北; Founding: 唐垂拱初"
559,1089,1,,,8030,0.0,0.0,27842,147,"Temple ID 138450 Location: 高唐州治東; Founding: 南唐; Other: 明成祖曾游地，十三级塔"
560,1090,1,,,7971,0.0,0.0,27842,147,"Temple ID 138451 Location: 海豐縣治東南; Founding: 乾隆二十二年重修; Other: 旧名普照，明洪武初今名"
560,1091,1,,,8142,0.0,0.0,27842,147,"Temple ID 138452 Location: 延津縣治北街; Other: 有长明灯记，元揭傒斯记"
560,1092,1,,,8693,0.0,0.0,27842,147,"Temple ID 140019 Location: 府治東; Founding: 元延祐中"
560,1093,1,,,8821,0.0,0.0,27842,148,"Temple ID 140029 Location: 開縣北; Founding: 元泰定中"
560,1094,1,,,8620,0.0,0.0,27842,148,"Temple ID 140256 Location: 灌陽縣北; Other: 旧名黄潭，宋熙宁中赐额"
561,1095,1,,,8195,0.0,0.0,27842,151,"Temple ID 138453 Location: 州城東; Founding: 唐代"
562,1096,1,,,8261,0.0,0.0,27842,151,"Temple ID 139764 Location: 當陽縣玉泉山; Founding: 晋代"
562,1097,1,,,8387,0.0,0.0,27842,152,"Temple ID 140184 Location: 番禺縣東南; Other: 南汉，刘晟时宝光寺，宋政和六年今名"
563,1098,1,,,9011,0.0,0.0,27842,148,"Temple ID 138454 Location: 鳳翔縣城東; Founding: 元大德一年"
564,1099,1,,,8415,0.0,0.0,27842,148,"Temple ID 140196 Location: 府治興賢坊; Founding: 宋绍定中"
564,1100,1,,,7614,0.0,0.0,27842,157,"Temple ID 139480 Location: 舊長興縣治西; Founding: 陈文帝; Other: 初名报德寺，宋治平今名"
564,1101,1,,,7690,0.0,0.0,27842,157,"Temple ID 139514 Location: 諸暨縣西; Founding: 梁普通六年; Other: 县北永寿教寺，梁大同二年建立"
564,1102,1,,,7455,0.0,0.0,27842,146,"Temple ID 138411 Location: 臨汾縣城安道坊; Founding: 唐贞观中; Other: 俗名铁佛寺，城内有北禅、天宁、慈云寺，皆唐代建立"
564,1103,1,,,6833,0.0,0.0,27842,170,"Temple ID 140488 Location: 龍泉縣南"
564,1104,1,,,6853,0.0,0.0,27842,171,"Temple ID 140512 Location: 畢節縣南"
564,1105,1,,,7862,0.0,0.0,27842,171,"Temple ID 139617 Location: 盧山上; Founding: 宋嘉定中"
565,1106,1,,,7791,0.0,0.0,27842,171,"Temple ID 140144 Location: 政和縣東門; Founding: 宋宣和五年; Other: 康熙十七年重修"
566,1107,1,,,7539,0.0,0.0,27842,170,"Temple ID 138480 Location: 吳縣鄧尉山; Founding: 唐天宝中; Other: 明正统八年遵立奏请，赐今额"
567,1108,1,,,7384,0.0,0.0,27842,169,"Temple ID 138477 Location: 豐潤縣城西南; Founding: 辽代; Other: 初名极乐院，金天会中今名，康熙二十三年重修"
568,1109,1,,,7540,0.0,0.0,27842,169,"Temple ID 138478 Location: 長洲縣東北; Founding: 唐景福一年淡然; Other: 旧武平院"
569,1110,1,,,7399,0.0,0.0,27842,169,"Temple ID 138479 Location: 汾陽縣北; Founding: 隋代; Other: 邑中巨刹，下院有法兴寺，马鸣寺"
569,1111,1,,,7802,0.0,0.0,27842,174,"Temple ID 140134 Location: 南平縣龍山; Founding: 唐代（广济寺）; Other: 宋政和中，天宁万寿，绍兴中光孝，明代重建"
570,1112,1,,,7295,0.0,0.0,27842,174,"Temple ID 138457 Location: 平山縣覺山; Founding: 宋元丰一年; Other: 八角井，祈雨灵验"
571,1113,1,,,7403,0.0,0.0,27842,174,"Temple ID 138458 Location: 永寧州治東北; Founding: 元大德中; Other: 石刻罗汉像，绝精益"
572,1114,1,,,8078,0.0,0.0,27842,174,"Temple ID 138459 Location: 禹州治西北; Founding: 宋崇宁一年; Other: 宋仁宗御书"
572,1115,1,,,7621,0.0,0.0,27842,174,"Temple ID 139470 Location: 秀水縣東北; Other: 旧施水庵，唐宋以来未改，明洪武二十四年今名，汉严助故宅"
573,1116,1,,,7895,0.0,0.0,27842,175,"Temple ID 139635 Location: 府治東; Founding: 五代杨英"
574,1117,1,,,7184,0.0,0.0,27842,175,"Temple ID 140332 Location: 江川縣東山; Founding: 唐天宝二年"
575,1118,1,,,7628,0.0,0.0,27842,175,"Temple ID 139494 Location: 鄞縣治東南; Founding: 唐代; Other: 顺治中重建"
575,1119,1,,,7539,0.0,0.0,27842,175,"Temple ID 138481 Location: 吳縣西山天平山; Founding: 唐宝历二年; Other: 宋庆历中白云寺"
575,1120,1,,,8937,0.0,0.0,27842,169,"Temple ID 140368 Location: 騰越州羅生山"
576,1121,1,,,7223,0.0,0.0,27842,170,"Temple ID 138483 Location: 薊州盤山翠屏峰; Other: 旧名福善寺，乾隆十年今名"
577,1122,1,,,8377,0.0,0.0,27842,171,"Temple ID 139928 Location: 黔陽縣崖山; Founding: 宋熙宁中"
578,1123,1,,,8128,0.0,0.0,27842,169,"Temple ID 138455 Location: 臨漳縣西"
